"id","name","type","power1","power2","pp","accuracy","priority","damageType","isDirect","canProtect"
"4-445","はっぱカッター","11","55","","25","95","0","物理","false","false"
"4-446","ハッピータイム","0","-","","30","-","0","変化","false","false"
"4-447","はどうだん","1","80","","20","-","0","特殊","false","false"
"4-448","はなびらのまい","11","120","","10","100","0","特殊","false","true"
"4-449","はなふぶき","11","90","","15","100","0","物理","false","false"
"4-450","はねやすめ","2","-","","5","-","0","変化","false","false"
"4-451","はねる","0","-","","40","-","0","変化","false","false"
"4-452","ハバネロエキス","11","-","","15","-","0","変化","false","false"
"4-453","はらだいこ","0","-","","10","-","0","変化","false","false"
"4-454","はるのあらし","17","100","","5","80","0","特殊","false","false"
"4-455","バークアウト","16","55","","15","95","0","特殊","false","false"
"4-456","ばかぢから","1","120","","5","100","0","物理","false","true"
"4-457","ばくおんぱ","0","140","","10","100","0","特殊","false","false"
"4-458","ばくれつパンチ","1","100","","5","50","0","物理","false","true"
"4-459","バトンタッチ","0","-","","40","-","0","変化","false","false"
"4-460","バブルこうせん","10","65","","20","100","0","特殊","false","false"
"4-461","バリアーラッシュ","13","70","","10","90","0","物理","false","true"
"4-462","バレットパンチ","8","40","","30","100","1","物理","false","true"
"4-463","パラボラチャージ","12","65","","20","100","0","特殊","false","false"
"4-464","パワーウィップ","11","120","","10","85","0","物理","false","true"
"4-465","パワーシェア","13","-","","10","-","0","変化","false","false"
"4-466","パワーシフト","0","-","","10","-","0","変化","false","false"
"4-467","パワージェム","5","80","","20","100","0","特殊","false","false"
"4-468","パワースワップ","13","-","","10","-","0","変化","false","false"
"4-469","パワートリック","13","-","","10","-","0","変化","false","false"
"4-470","ヒートスタンプ","9","-","","10","100","0","物理","false","true"
"4-471","ひかりのかべ","13","-","","30","-","0","変化","false","false"
"4-472","ひけん・ちえなみ","16","65","","15","90","0","物理","false","true"
"4-473","ひっかく","0","40","","35","100","0","物理","false","true"
"4-474","ひのこ","9","40","","25","100","0","特殊","false","false"
"4-475","ひゃっきやこう","7","60","","15","100","0","特殊","false","false"
"4-476","ひやみず","10","50","","20","100","0","特殊","false","false"
"4-477","ひょうざんおろし","14","100","","10","85","0","物理","false","false"
"4-478","びりびりちくちく","12","80","","10","100","0","物理","false","true"
"4-479","ビルドアップ","1","-","","20","-","0","変化","false","false"
"4-480","ファストガード","1","-","","15","-","3","変化","false","false"
"4-481","ふいうち","16","70","","5","100","1","物理","false","true"
"4-482","ふういん","13","-","","10","-","0","変化","false","false"
"4-483","フェアリーロック","17","-","","10","-","0","変化","false","false"
"4-484","フェイタルクロー","3","80","","15","100","0","物理","false","true"
"4-485","フェイント","0","30","","10","100","2","物理","false","false"
"4-486","フェザーダンス","2","-","","15","100","0","変化","false","false"
"4-487","ふきとばし","0","-","","20","-","-6","変化","false","false"
"4-488","ふくろだたき","16","-","","10","100","0","物理","false","false"
"4-489","ふしょくガス","3","-","","40","100","0","変化","false","false"
"4-490","ふぶき","14","110","","5","70","0","特殊","false","false"
"4-491","ふみつけ","0","65","","20","100","0","物理","false","true"
"4-492","フライングプレス","1","100","","10","95","0","物理","false","true"
"4-493","フラフラダンス","0","-","","20","100","0","変化","false","false"
"4-494","フリーズドライ","14","70","","20","100","0","特殊","false","false"
"4-495","フルールカノン","17","130","","5","90","0","特殊","false","false"
"4-496","ふるいたてる","0","-","","30","-","0","変化","false","false"
"4-497","フレアソング","9","80","","10","100","0","特殊","false","false"
"4-498","フレアドライブ","9","120","","15","100","0","物理","false","true"
"4-499","ふんえん","9","80","","15","100","0","特殊","false","false"
"4-500","ふんか","9","150","","5","100","0","特殊","false","false"
"4-501","ふんどのこぶし","7","50","","10","100","0","物理","false","true"
"4-502","Vジェネレート","9","180","","5","95","0","物理","false","true"
"4-503","ぶきみなじゅもん","13","80","","5","100","0","特殊","false","false"
"4-504","ぶちかまし","4","120","","5","100","0","物理","false","true"
"4-505","ブラストバーン","9","150","","5","90","0","特殊","false","false"
"4-506","ブリザードランス","14","120","","5","100","0","物理","false","false"
"4-507","ブレイククロー","0","75","","10","95","0","物理","false","true"
"4-508","ブレイズキック","9","85","","10","90","0","物理","false","true"
"4-509","ブレイブバード","2","120","","15","100","0","物理","false","true"
"4-510","ぶんまわす","16","60","","20","100","0","物理","false","true"
"4-511","プレゼント","0","-","","15","90","0","物理","false","false"
"4-512","ヘドロウェーブ","3","95","","10","100","0","特殊","false","false"
"4-513","ヘドロこうげき","3","65","","20","100","0","特殊","false","false"
"4-514","ヘドロばくだん","3","90","","10","100","0","特殊","false","false"
"4-515","ヘビーボンバー","8","-","","10","100","0","物理","false","true"
"4-516","へびにらみ","0","-","","30","100","0","変化","false","false"
"4-517","へんしん","0","-","","10","-","0","変化","false","false"
"4-518","ベノムショック","3","65","","10","100","0","特殊","false","false"
"4-519","ホイールスピン","8","100","","5","100","0","物理","false","true"
"4-520","ほうでん","12","80","","15","100","0","特殊","false","false"
"4-521","ほうふく","16","-","","10","100","0","物理","false","true"
"4-522","ほえる","0","-","","20","-","-6","変化","false","false"
"4-523","ほおばる","0","-","","10","-","0","変化","false","false"
"4-524","ほしがる","0","60","","25","100","0","物理","false","true"
"4-525","ほっぺすりすり","12","20","","20","100","0","物理","false","true"
"4-526","ほのおのうず","9","35","","15","85","0","特殊","false","false"
"4-527","ほのおのキバ","9","65","","15","95","0","物理","false","true"
"4-528","ほのおのちかい","9","80","","10","100","0","特殊","false","false"
"4-529","ほのおのパンチ","9","75","","15","100","0","物理","false","true"
"4-530","ほのおのまい","9","80","","10","100","0","特殊","false","false"
"4-531","ほのおのムチ","9","80","","15","100","0","物理","false","true"
"4-532","ほろびのうた","0","-","","5","-","0","変化","false","false"
"4-533","ボーンラッシュ","4","25","","10","90","0","物理","false","false"
"4-534","ぼうぎょしれい","6","-","","10","-","0","変化","false","false"
"4-535","ぼうふう","2","110","","10","70","0","特殊","false","false"
"4-536","ボディプレス","1","80","","10","100","0","物理","false","true"
"4-537","ボルテッカー","12","120","","15","100","0","物理","false","true"
"4-538","ボルトチェンジ","12","70","","20","100","0","特殊","false","false"
"4-539","ポイズンテール","3","50","","25","100","0","物理","false","true"
"4-540","ポルターガイスト","7","110","","5","90","0","物理","false","false"
"4-541","まきつく","0","15","","20","90","0","物理","false","true"
"4-542","まきびし","4","-","","20","-","0","変化","false","false"
"4-543","マグマストーム","9","100","","5","75","0","特殊","false","false"
"4-544","マジカルシャイン","17","80","","10","100","0","特殊","false","false"
"4-545","マジカルフレイム","9","75","","10","100","0","特殊","false","false"
"4-546","マジカルリーフ","11","60","","20","-","0","特殊","false","false"
"4-547","マジックルーム","13","-","","10","-","0","変化","false","false"
"4-548","マッドショット","4","55","","15","95","0","特殊","false","false"
"4-549","マッハパンチ","1","40","","30","100","1","物理","false","true"
"4-550","まとわりつく","6","20","","20","100","0","特殊","false","true"
"4-551","まねっこ","0","-","","20","-","0","変化","false","false"
"4-552","まほうのこな","13","-","","20","100","0","変化","false","false"
"4-553","まもる","0","-","","10","-","4","変化","false","false"
"4-554","まるくなる","0","-","","40","-","0","変化","false","false"
"4-555","みかづきのいのり","13","-","","5","-","0","変化","false","false"
"4-556","みかづきのまい","13","-","","10","-","0","変化","false","false"
"4-557","みがわり","0","-","","10","-","0","変化","false","false"
"4-558","みきり","1","-","","5","-","4","変化","false","false"
"4-559","ミサイルばり","6","25","","20","95","0","物理","false","false"
"4-560","ミストバースト","17","100","","5","100","0","特殊","false","false"
"4-561","ミストフィールド","17","-","","10","-","0","変化","false","false"
"4-562","みずしゅりけん","10","15","","20","100","1","特殊","false","false"
"4-563","みずでっぽう","10","40","","25","100","0","特殊","false","false"
"4-564","みずのちかい","10","80","","10","100","0","特殊","false","false"
"4-565","みずのはどう","10","60","","20","100","0","特殊","false","false"
"4-566","みずびたし","10","-","","20","100","0","変化","false","false"
"4-567","みだれづき","0","15","","20","85","0","物理","false","true"
"4-568","みだれひっかき","0","18","","15","80","0","物理","false","true"
"4-569","みちづれ","7","-","","5","-","0","変化","false","false"
"4-570","みねうち","0","40","","40","100","0","物理","false","true"
"4-571","ミラーコート","13","-","","20","100","-5","特殊","false","false"
"4-572","ミラータイプ","0","-","","15","-","0","変化","false","false"
"4-573","みらいよち","13","120","","10","100","0","特殊","false","false"
"4-574","ミルクのみ","0","-","","5","-","0","変化","false","false"
"4-575","みをけずる","0","-","","10","-","0","変化","false","false"
"4-576","ムーンフォース","17","95","","15","100","0","特殊","false","false"
"4-577","むしくい","6","60","","20","100","0","物理","false","true"
"4-578","むしのさざめき","6","90","","10","100","0","特殊","false","false"
"4-579","むしのていこう","6","50","","20","100","0","特殊","false","false"
"4-580","むねんのつるぎ","9","90","","10","100","0","物理","false","true"
"4-581","めいそう","13","-","","20","-","0","変化","false","false"
"4-582","メガトンキック","0","120","","5","75","0","物理","false","true"
"4-583","メガトンパンチ","0","80","","20","85","0","物理","false","true"
"4-584","メガドレイン","11","40","","15","100","0","特殊","false","false"
"4-585","メガホーン","6","120","","10","85","0","物理","false","true"
"4-586","めざめるダンス","0","90","","15","100","0","特殊","false","false"
"4-587","メタルクロー","8","50","","35","95","0","物理","false","true"
"4-588","メタルバースト","8","-","","10","100","0","物理","false","false"
"4-589","メテオビーム","5","120","","10","90","0","特殊","false","false"
"4-590","メロメロ","0","-","","15","100","0","変化","false","false"
"4-591","もえあがるいかり","16","90","","10","100","0","特殊","false","false"
"4-592","もえつきる","9","130","","5","100","0","特殊","false","false"
"4-593","ものまね","0","-","","10","-","0","変化","false","false"
"4-594","もろはのずつき","5","150","","5","80","0","物理","false","true"
"4-595","やきつくす","9","60","","15","100","0","特殊","false","false"
"4-596","やどりぎのタネ","11","-","","10","90","0","変化","false","false"
"4-597","ゆきげしき","14","-","","10","-","0","変化","false","false"
"4-598","ゆきなだれ","14","60","","10","100","-4","物理","false","true"
"4-599","ゆびをふる","0","-","","10","-","0","変化","false","false"
"4-600","ゆめくい","13","100","","15","100","0","特殊","false","false"
"4-601","ようかいえき","3","40","","30","100","0","特殊","false","false"
"4-602","ようせいのかぜ","17","40","","30","100","0","特殊","false","false"
"4-603","ライジングボルト","12","70","","20","100","0","特殊","false","false"
"4-604","らいめいげり","1","90","","10","100","0","物理","false","true"
"4-605","ラスターカノン","8","80","","10","100","0","特殊","false","false"
"4-606","リーフストーム","11","130","","5","90","0","特殊","false","false"
"4-607","リーフブレード","11","90","","15","100","0","物理","false","true"
"4-608","リサイクル","0","-","","10","-","0","変化","false","false"
"4-609","リフレクター","13","-","","20","-","0","変化","false","false"
"4-610","りゅうせいぐん","15","130","","5","90","0","特殊","false","false"
"4-611","りゅうのいぶき","15","60","","20","100","0","特殊","false","false"
"4-612","りゅうのはどう","15","85","","10","100","0","特殊","false","false"
"4-613","りゅうのまい","15","-","","20","-","0","変化","false","false"
"4-614","りんごさん","11","80","","10","100","0","特殊","false","false"
"4-615","りんしょう","0","60","","15","100","0","特殊","false","false"
"4-616","ルミナコリジョン","13","80","","10","100","0","特殊","false","false"
"4-617","レイジングブル","0","90","","10","100","0","物理","false","true"
"4-618","れいとうパンチ","14","75","","15","100","0","物理","false","true"
"4-619","れいとうビーム","14","90","","10","100","0","特殊","false","false"
"4-620","れんごく","9","100","","5","50","0","特殊","false","false"
"4-621","れんぞくぎり","6","40","","20","95","0","物理","false","true"
"4-622","ローキック","1","65","","20","100","0","物理","false","true"
"4-623","ロックオン","0","-","","5","-","0","変化","false","false"
"4-624","ロックカット","5","-","","20","-","0","変化","false","false"
"4-625","ロックブラスト","5","25","","10","90","0","物理","false","false"
"4-626","ワイドガード","5","-","","10","-","3","変化","false","false"
"4-627","ワイドフォース","13","80","","10","100","0","特殊","false","false"
"4-628","ワイドブレイカー","15","60","","15","100","0","物理","false","true"
"4-629","ワイルドボルト","12","90","","15","100","0","物理","false","true"
"4-630","わたほうし","11","-","","40","100","0","変化","false","false"
"4-631","わるあがき","0","50","","1","-","0","物理","false","true"
"4-632","わるだくみ","16","-","","20","-","0","変化","false","false"
"4-633","ワンダールーム","13","-","","10","-","0","変化","false","false"
