"pokemonId","hp","attack","defense","spAttack","spDefense","speed"
"4-n646w","125","120","90","170","100","95"
"4-n647","91","72","90","129","90","108"
"4-n647k","91","72","90","129","90","108"
"4-n648","100","77","77","128","128","90"
"4-n648f","100","128","90","77","77","128"
"4-n649","71","120","95","120","95","99"
"4-n65","55","50","45","135","95","120"
"4-n650","56","61","65","48","45","38"
"4-n651","61","78","95","56","58","57"
"4-n652","88","107","122","74","75","64"
"4-n653","40","45","40","62","60","60"
"4-n654","59","59","58","90","70","73"
"4-n655","75","69","72","114","100","104"
"4-n656","41","56","40","62","44","71"
"4-n657","54","63","52","83","56","97"
"4-n658","72","95","67","103","71","122"
"4-n658f","72","145","67","153","71","132"
"4-n659","38","36","38","32","36","57"
"4-n65m","55","50","65","175","0","150"
"4-n66","70","80","50","35","35","35"
"4-n660","85","56","77","50","77","78"
"4-n661","45","50","43","40","38","62"
"4-n662","62","73","55","56","52","84"
"4-n663","78","81","71","74","69","126"
"4-n664","38","35","40","27","25","35"
"4-n665","45","22","60","27","30","29"
"4-n666","80","52","50","90","50","89"
"4-n667","62","50","58","73","54","72"
"4-n668","86","68","72","109","66","106"
"4-n669","44","38","39","61","79","42"
"4-n67","80","100","70","50","60","45"
"4-n670","54","45","47","75","98","52"
"4-n671","78","65","68","112","154","75"
"4-n672","66","65","48","62","57","52"
"4-n673","123","100","62","97","81","68"
"4-n674","67","82","62","46","48","43"
"4-n675","95","124","78","69","71","58"
"4-n676","75","80","60","65","90","102"
"4-n677","62","48","54","63","60","68"
"4-n678","74","48","76","83","81","104"
"4-n678f","74","48","76","83","81","104"
"4-n679","45","80","100","35","37","28"
"4-n68","90","130","80","65","85","55"
"4-n680","59","110","150","45","49","35"
"4-n681","60","50","0","50","0","60"
"4-n681b","60","0","50","0","50","60"
"4-n682","78","52","60","63","65","23"
"4-n683","101","72","72","99","89","29"
"4-n684","62","48","66","59","57","49"
"4-n685","82","80","86","85","75","72"
"4-n686","53","54","53","37","46","45"
"4-n687","86","92","88","68","75","73"
"4-n688","42","52","67","39","56","50"
"4-n689","72","105","115","54","86","68"
"4-n69","50","75","35","70","30","40"
"4-n690","50","60","60","60","60","30"
"4-n691","65","75","90","97","123","44"
"4-n692","50","53","62","58","63","44"
"4-n693","71","73","88","120","89","59"
"4-n694","44","38","33","61","43","70"
"4-n695","62","55","52","109","94","109"
"4-n696","58","89","77","45","45","48"
"4-n697","82","121","119","69","59","71"
"4-n698","77","59","50","67","63","46"
"4-n699","123","77","72","99","92","58"
"4-n6x","78","130","111","130","85","100"
"4-n6y","78","104","78","159","115","100"
"4-n7","44","48","65","50","64","43"
"4-n70","65","90","50","85","45","55"
"4-n700","95","65","65","110","130","60"
"4-n701","78","92","75","74","63","118"
"4-n702","67","58","57","81","67","101"
"4-n703","50","50","150","50","150","50"
"4-n704","45","50","35","55","75","40"
"4-n705","68","75","53","83","113","60"
"4-n705h","58","75","83","83","113","40"
"4-n706","90","100","70","110","150","80"
"4-n706h","80","100","100","110","150","60"
"4-n707","57","80","91","80","87","75"
"4-n708","43","70","48","50","60","38"
"4-n709","85","110","76","65","82","56"
"4-n71","80","105","65","100","70","70"
"4-n710","49","66","70","44","55","51"
"4-n710k","59","66","70","44","55","41"
"4-n710l","54","66","70","44","55","46"
"4-n710s","44","66","70","44","55","56"
"4-n711","65","90","122","58","75","84"
"4-n711k","85","100","122","58","75","54"
"4-n711l","75","95","122","58","75","69"
"4-n711s","55","85","122","58","75","99"
"4-n712","55","69","85","32","35","28"
"4-n713","95","117","184","44","46","28"
"4-n713h","95","127","184","34","36","38"
"4-n714","40","30","35","45","40","55"
"4-n715","85","70","80","97","80","123"
"4-n716","126","131","95","131","98","99"
"4-n717","126","131","95","131","98","99"
"4-n718","108","100","121","81","95","95"
"4-n718c","216","100","121","91","95","85"
"4-n718t","54","100","71","61","85","115"
"4-n719","50","100","150","100","150","50"
"4-n719m","50","160","110","160","110","110"
"4-n72","40","40","35","50","100","70"
"4-n720","80","110","60","150","130","70"
"4-n720u","80","160","60","170","130","80"
"4-n721","80","110","120","130","90","70"
"4-n722","68","55","55","50","50","42"
"4-n723","78","75","75","70","70","52"
"4-n724","78","107","75","100","100","70"
"4-n724h","88","112","80","95","95","60"
"4-n725","45","65","40","60","40","70"
"4-n726","65","85","50","80","50","90"
"4-n727","95","115","90","80","90","60"
"4-n728","50","54","54","66","56","40"
"4-n729","60","69","69","91","81","50"
"4-n73","80","70","65","80","120","100"
"4-n730","80","74","74","126","116","60"
"4-n731","35","75","30","30","30","65"
"4-n732","55","85","50","40","50","75"
"4-n733","80","120","75","75","75","60"
"4-n734","48","70","30","30","30","45"
"4-n735","88","110","60","55","60","45"
"4-n736","47","62","45","55","45","46"
"4-n737","57","82","95","55","75","36"
"4-n738","77","70","90","145","75","43"
"4-n739","47","82","57","42","47","63"
"4-n74","40","80","100","30","30","20"
"4-n740","97","132","77","62","67","43"
"4-n741","75","70","70","98","70","93"
"4-n741f","75","70","70","98","70","93"
"4-n741m","75","70","70","98","70","93"
"4-n741p","75","70","70","98","70","93"
"4-n742","40","45","40","55","40","84"
"4-n743","60","55","60","95","70","124"
"4-n744","45","65","40","30","40","60"
"4-n745","75","115","65","55","65","112"
"4-n745d","75","117","65","55","65","110"
"4-n745f","85","115","75","55","75","82"
"4-n746","45","20","20","25","25","40"
"4-n746f","45","140","130","140","135","30"
"4-n747","50","53","62","43","52","45"
"4-n748","50","63","152","53","142","35"
"4-n749","70","100","70","45","55","45"
"4-n74a","40","80","100","30","30","20"
"4-n75","55","95","115","45","45","35"
"4-n750","100","125","100","55","85","35"
"4-n751","38","40","52","40","72","27"
"4-n752","68","70","92","50","132","42"
"4-n753","40","55","35","50","35","35"
"4-n754","70","105","90","80","90","45"
"4-n755","40","35","55","65","75","15"
"4-n756","60","45","80","90","100","30"
"4-n757","48","44","40","71","40","77"
"4-n758","68","64","60","111","60","117"
"4-n759","70","75","50","45","50","50"
"4-n75a","55","95","115","45","45","35"
"4-n76","80","120","130","55","65","45"
"4-n760","120","125","80","55","60","60"
"4-n761","42","30","38","30","38","32"
"4-n762","52","40","48","40","48","62"
"4-n763","72","120","98","50","98","72"
"4-n764","51","52","90","82","110","100"
"4-n765","90","60","80","90","110","60"
"4-n766","100","120","90","40","60","80"
"4-n767","25","35","40","20","30","80"
"4-n768","75","125","140","60","90","40"
"4-n769","55","55","80","70","45","15"
"4-n76a","80","120","130","55","65","45"
"4-n77","50","85","55","65","65","90"
"4-n770","85","75","110","100","75","35"
"4-n771","55","60","130","30","130","5"
"4-n772","95","95","95","95","95","59"
"4-n773","95","95","95","95","95","95"
"4-n774","60","60","100","60","100","60"
"4-n774f","60","100","60","100","60","120"
"4-n775","65","115","65","75","95","65"
"4-n776","60","78","135","91","85","36"
"4-n777","65","98","63","40","73","96"
"4-n778","55","90","80","50","105","96"
"4-n779","68","105","70","70","70","92"
"4-n77g","50","85","55","65","65","90"
"4-n78","65","100","70","80","80","105"
"4-n780","78","60","85","135","91","36"
"4-n781","70","131","100","86","90","40"
"4-n782","45","55","65","45","45","45"
"4-n783","55","75","90","65","70","65"
"4-n784","75","110","125","100","105","85"
"4-n785","70","115","85","95","75","130"
"4-n786","70","85","75","130","115","95"
"4-n787","70","130","115","85","95","75"
"4-n788","70","75","115","95","130","85"
"4-n789","43","29","31","29","31","37"
"4-n78g","65","100","70","80","80","105"
"4-n79","90","65","65","40","40","15"
"4-n790","43","29","131","29","131","37"
"4-n791","137","137","107","113","89","97"
"4-n792","137","113","89","137","107","97"
"4-n793","109","53","47","127","131","103"
"4-n794","107","139","139","53","53","79"
"4-n795","71","137","37","137","37","151"
"4-n796","83","89","71","173","71","83"
"4-n797","97","101","103","107","101","61"
"4-n798","59","181","131","59","31","109"
"4-n799","223","101","53","97","53","43"
"4-n79g","90","65","65","40","40","15"
"4-n8","59","63","80","65","80","58"
"4-n80","95","75","110","100","80","30"
"4-n800","97","107","101","127","89","79"
"4-n800m","97","113","109","157","127","77"
"4-n800s","97","157","127","113","109","77"
"4-n800u","97","167","97","167","97","129"
"4-n801","80","95","115","130","115","65"
"4-n802","90","125","80","90","90","125"
"4-n803","67","73","67","73","67","73"
"4-n804","73","73","73","127","73","121"
"4-n805","61","131","211","53","101","13"
"4-n806","53","127","53","151","79","107"
"4-n807","88","112","75","102","80","143"
"4-n808","46","65","65","55","35","34"
"4-n809","135","143","143","80","65","34"
"4-n80g","95","100","95","100","70","30"
"4-n80m","95","75","180","130","80","30"
"4-n81","25","35","70","95","55","45"
"4-n810","50","65","50","40","40","65"
"4-n811","70","85","70","55","60","80"
"4-n812","100","125","90","60","70","85"
"4-n813","50","71","40","40","40","69"
"4-n814","65","86","60","55","60","94"
"4-n815","80","116","75","65","75","119"
"4-n816","50","40","40","70","40","70"
"4-n817","65","60","55","95","55","90"
"4-n818","70","85","65","125","65","120"
"4-n819","70","55","55","35","35","25"
"4-n82","50","60","95","120","70","70"
"4-n820","120","95","95","55","75","20"
"4-n821","38","47","35","33","35","57"
"4-n822","68","67","55","43","55","77"
"4-n823","98","87","105","53","85","67"
"4-n824","25","20","20","25","45","45"
"4-n825","50","35","80","50","90","30"
"4-n826","60","45","110","80","120","90"
"4-n827","40","28","28","47","52","50"
"4-n828","70","58","58","87","92","90"
"4-n829","40","40","60","40","60","10"
"4-n83","52","90","55","58","62","60"
"4-n830","60","50","90","80","120","60"
"4-n831","42","40","55","40","45","48"
"4-n832","72","80","100","60","90","88"
"4-n833","50","64","50","38","38","44"
"4-n834","90","115","90","48","68","74"
"4-n835","59","45","50","40","50","26"
"4-n836","69","90","60","90","60","121"
"4-n837","30","40","50","40","50","30"
"4-n838","80","60","90","60","70","50"
"4-n839","110","80","120","80","90","30"
"4-n83g","52","95","55","58","62","55"
"4-n84","35","85","45","35","35","75"
"4-n840","40","40","80","40","40","20"
"4-n841","70","110","80","95","60","70"
"4-n842","110","85","80","100","80","30"
"4-n843","52","57","75","35","50","46"
"4-n844","72","107","125","65","70","71"
"4-n845","70","85","55","85","95","85"
"4-n846","41","63","40","40","30","66"
"4-n847","61","123","60","60","50","136"
"4-n848","40","38","35","54","35","40"
"4-n849","75","98","70","114","70","75"
"4-n849f","75","98","70","114","70","75"
"4-n85","60","110","70","60","60","110"
"4-n850","50","65","45","50","50","45"
"4-n851","100","115","65","90","90","65"
"4-n852","50","68","60","50","50","32"
"4-n853","80","118","90","70","80","42"
"4-n854","40","45","45","74","54","50"
"4-n855","60","65","65","134","114","70"
"4-n856","42","30","45","56","53","39"
"4-n857","57","40","65","86","73","49"
"4-n858","57","90","95","136","103","29"
"4-n859","45","45","30","55","40","50"
"4-n86","65","45","55","45","70","45"
"4-n860","65","60","45","75","55","70"
"4-n861","95","120","65","95","75","60"
"4-n862","93","90","101","60","81","95"
"4-n863","70","110","100","50","60","50"
"4-n864","60","95","50","145","130","30"
"4-n865","62","135","95","68","82","65"
"4-n866","80","85","75","110","100","70"
"4-n867","58","95","145","50","105","30"
"4-n868","45","40","40","50","61","34"
"4-n869","65","60","75","110","121","64"
"4-n87","90","70","80","70","95","70"
"4-n870","65","100","100","70","60","75"
"4-n871","48","101","95","91","85","15"
"4-n872","30","25","35","45","30","20"
"4-n873","70","65","60","125","90","65"
"4-n874","100","125","135","20","20","70"
"4-n875","75","80","110","65","90","50"
"4-n875f","75","80","70","65","50","130"
"4-n876","60","65","55","105","95","95"
"4-n876f","70","55","65","95","105","85"
"4-n877","58","95","58","70","58","97"
"4-n878","72","80","49","40","49","40"
"4-n879","122","130","69","80","69","30"
"4-n88","80","80","50","40","50","25"
"4-n880","90","100","90","80","70","75"
"4-n881","90","100","90","90","80","55"
"4-n882","90","90","100","70","80","75"
"4-n883","90","90","100","80","90","55"
"4-n884","70","95","115","120","50","85"
"4-n885","28","60","30","40","30","82"
"4-n886","68","80","50","60","50","102"
"4-n887","88","120","75","100","75","142"
"4-n888","92","0","115","80","115","138"
"4-n888f","92","0","115","80","115","148"
"4-n889","92","0","115","80","115","138"
"4-n889f","92","0","0","80","0","128"
"4-n88a","80","80","50","40","50","25"
"4-n89","105","105","75","65","100","50"
"4-n890","140","85","95","145","95","130"
"4-n890f","255","115","250","125","250","130"
"4-n891","60","90","60","53","50","72"
"4-n892","100","130","100","63","60","97"
"4-n892r","100","130","100","63","60","97"
"4-n893","105","120","105","70","95","105"
"4-n894","80","100","50","100","50","200"
"4-n895","200","100","50","100","50","80"
"4-n896","100","145","130","65","110","30"
"4-n897","100","65","60","145","80","130"
"4-n898","100","80","80","80","80","80"
"4-n898b","100","85","80","165","100","150"
"4-n898w","100","165","150","85","130","50"
"4-n899","103","105","72","105","75","65"
"4-n89a","105","105","75","65","100","50"
"4-n9","79","83","100","85","105","78"
"4-n90","30","65","100","45","25","40"
"4-n900","70","135","95","45","70","85"
"4-n901","130","140","105","45","80","50"
"4-n902","120","112","65","80","75","78"
"4-n902f","120","92","65","100","75","78"
"4-n903","80","130","60","40","80","120"
"4-n904","85","115","95","65","65","85"
"4-n905","74","115","70","135","80","106"
"4-n905a","74","115","110","135","100","46"
"4-n906","40","61","54","45","45","65"
"4-n907","61","80","63","60","63","83"
"4-n908","76","110","70","81","70","123"
"4-n909","67","45","59","63","40","36"
"4-n91","50","95","180","85","45","70"
"4-n910","81","55","78","90","58","49"
"4-n911","104","75","100","110","75","66"
"4-n912","55","65","45","50","45","50"
"4-n913","70","85","65","65","60","65"
"4-n914","85","120","80","85","75","85"
"4-n915","54","45","40","35","45","35"
"4-n916","110","100","75","59","80","65"
"4-n916f","115","90","70","59","90","65"
"4-n917","125","100","80","85","75","55"
"4-n918","35","41","45","29","40","20"
"4-n919","60","79","92","52","86","35"
"4-n92","30","35","30","100","35","80"
"4-n920","33","46","40","21","25","45"
"4-n921","71","102","78","52","55","92"
"4-n922","41","50","60","31","58","30"
"4-n923","75","50","85","115","100","45"
"4-n924","50","61","60","30","55","34"
"4-n925","72","101","100","50","97","68"
"4-n926","30","35","30","55","30","75"
"4-n927","95","60","60","101","60","105"
"4-n928","120","90","70","110","70","60"
"4-n929","10","55","25","35","25","95"
"4-n93","45","50","45","115","55","95"
"4-n930","35","100","50","50","70","120"
"4-n931","150","100","115","65","65","35"
"4-n932","90","102","73","78","65","70"
"4-n933","70","45","40","45","40","75"
"4-n934","100","70","72","53","62","100"
"4-n934f","100","160","97","106","87","100"
"4-n935","41","35","45","58","51","30"
"4-n936","52","53","60","78","78","33"
"4-n937","78","69","90","125","109","39"
"4-n938","50","62","40","62","40","50"
"4-n939","65","108","65","108","65","75"
"4-n94","60","65","60","130","75","110"
"4-n940","61","31","41","59","35","45"
"4-n941","109","64","91","103","83","45"
"4-n942","45","70","63","30","45","47"
"4-n943","80","119","90","54","67","90"
"4-n944","70","85","145","60","55","65"
"4-n945","50","50","45","40","45","75"
"4-n946","74","75","70","65","75","111"
"4-n947","108","68","45","30","40","43"
"4-n948","170","113","65","45","55","73"
"4-n949","65","75","45","35","45","55"
"4-n94m","60","65","80","170","95","130"
"4-n95","35","45","160","30","45","70"
"4-n950","90","95","66","45","65","62"
"4-n951","115","145","92","75","86","87"
"4-n952","68","50","60","120","95","82"
"4-n953","70","95","65","85","65","121"
"4-n954","45","50","20","40","25","60"
"4-n955","60","75","40","50","40","85"
"4-n956","70","115","70","70","60","105"
"4-n957","40","40","35","55","40","70"
"4-n958","70","70","60","105","60","125"
"4-n959","70","103","85","60","85","82"
"4-n96","60","48","45","43","90","42"
"4-n960","82","96","51","45","51","92"
"4-n961","82","115","74","75","64","90"
"4-n962","70","100","115","35","55","75"
"4-n963","55","55","75","35","35","25"
"4-n964","60","60","100","35","65","35"
"4-n965","100","100","130","45","90","35"
"4-n966","48","35","42","105","60","60"
"4-n967","83","55","90","130","81","86"
"4-n968","40","65","35","40","35","75"
"4-n969","63","95","65","80","72","110"
"4-n97","85","73","70","73","115","67"
"4-n970","37","55","70","30","55","65"
"4-n971","57","80","115","50","80","95"
"4-n972","60","78","60","40","51","51"
"4-n973","80","120","90","60","70","85"
"4-n974","40","65","30","45","35","60"
"4-n975","55","115","70","80","70","90"
"4-n976","45","30","70","75","70","10"
"4-n977","87","60","95","133","91","84"
"4-n978","115","131","131","53","53","87"
"4-n979","111","127","99","79","99","55"
"4-n98","30","105","90","25","25","50"
"4-n980","99","83","91","125","83","109"
"4-n981","85","81","97","121","85","101"
"4-n982","115","65","99","65","115","111"
"4-n983","55","55","55","135","135","135"
"4-n984","85","135","79","85","105","81"
"4-n985","105","139","71","55","101","119"
"4-n986","90","112","120","72","70","106"
"4-n987","90","130","88","70","108","104"
"4-n988","80","70","60","140","110","110"
"4-n989","154","140","108","50","68","50"
"4-n99","55","130","115","50","50","75"
"4-n990","94","80","86","122","80","108"
"4-n991","100","134","110","70","84","72"
"4-n992","56","80","114","124","60","136"
"4-n993","74","130","90","120","60","116"
"4-n994","155","110","125","55","80","45"
"4-n995","80","120","80","90","65","135"
"4-n996","85","85","100","95","135","70"
"4-n997","55","80","80","135","120","100"
"4-n998","100","135","115","85","100","135"
"4-n999","100","85","100","135","115","135"
"4-n9m","79","103","120","135","115","78"
