"id","name","type","power1","power2","pp","accuracy","priority","damageType","isDirect","canProtect"
"462","バトンタッチ","0","-","-","40","-","0","変化","false","false"
"463","バブルこうせん","10","65","120","20","100","0","特殊","false","true"
"464","バレットパンチ","8","40","90","30","100","1","物理","true","true"
"465","パラボラチャージ","12","65","120","20","100","0","特殊","false","true"
"466","パワーウィップ","11","120","140","10","85","0","物理","true","true"
"467","パワーシェア","13","-","-","10","-","0","変化","false","true"
"468","パワージェム","5","80","130","20","100","0","特殊","false","true"
"469","パワースワップ","13","-","-","10","-","0","変化","false","true"
"470","パワートリック","13","-","-","10","-","0","変化","false","false"
"471","ヒートスタンプ","9","-","130","10","100","0","物理","true","true"
"472","ひかりのかべ","13","-","-","30","-","0","変化","false","false"
"473","ひっかく","0","40","90","35","100","0","物理","true","true"
"474","ひっくりかえす","16","-","-","20","-","0","変化","false","true"
"475","ひのこ","9","40","90","25","100","0","特殊","false","true"
"476","びりびりちくちく","12","80","130","10","100","0","物理","true","true"
"477","ビルドアップ","1","-","-","20","-","0","変化","false","false"
"478","ファストガード","1","-","-","15","-","3","変化","false","false"
"479","ふいうち","16","70","120","5","100","1","物理","true","true"
"480","ふういん","13","-","-","10","-","0","変化","false","false"
"481","フェアリーロック","17","-","-","10","-","0","変化","false","false"
"482","フェイント","0","30","90","10","100","2","物理","false","false"
"483","フェザーダンス","2","-","-","15","100","0","変化","false","true"
"484","フォトンゲイザー","13","100","130","5","100","0","特殊","false","true"
"485","ふきとばし","0","-","-","20","-","-6","変化","false","false"
"486","ふくろだたき","16","-","100","10","100","0","物理","false","true"
"487","ふぶき","14","110","140","5","70","0","特殊","false","true"
"488","ふみつけ","0","65","120","20","100","0","物理","true","true"
"489","フライングプレス","1","100","90","10","95","0","物理","true","true"
"490","フラフラダンス","0","-","-","20","100","0","変化","false","true"
"491","フラワーガード","17","-","-","10","-","0","変化","false","false"
"492","フリーズドライ","14","70","120","20","100","0","特殊","false","true"
"493","フリーズボルト","14","140","140","5","90","0","物理","false","true"
"494","ふるいたてる","0","-","-","30","-","0","変化","false","false"
"495","フレアドライブ","9","120","140","15","100","0","物理","true","true"
"496","ふんえん","9","80","130","15","100","0","特殊","false","true"
"497","ふんか","9","150","150","5","100","0","特殊","false","true"
"498","Vジェネレート","9","180","150","5","95","0","物理","true","true"
"499","ブラストバーン","9","150","150","5","90","0","特殊","false","true"
"500","ブレイククロー","0","75","130","10","95","0","物理","true","true"
"501","ブレイズキック","9","85","130","10","90","0","物理","true","true"
"502","ブレイブバード","2","120","140","15","100","0","物理","true","true"
"503","ブロッキング","16","-","-","10","100","4","変化","false","false"
"504","ぶんまわす","16","60","110","20","100","0","物理","true","true"
"505","プラズマフィスト","12","100","130","15","100","0","物理","true","true"
"506","プリズムレーザー","13","160","150","10","100","0","特殊","false","true"
"507","プレゼント","0","-","100","15","90","0","物理","false","true"
"508","ヘドロウェーブ","3","95","90","10","100","0","特殊","false","true"
"509","ヘドロこうげき","3","65","85","20","100","0","特殊","false","true"
"510","ヘドロばくだん","3","90","90","10","100","0","特殊","false","true"
"511","ヘビーボンバー","8","-","130","10","100","0","物理","true","true"
"512","へびにらみ","0","-","-","30","100","0","変化","false","true"
"513","へんしん","0","-","-","10","-","0","変化","false","false"
"514","ベノムショック","3","65","85","10","100","0","特殊","false","true"
"515","ベノムトラップ","3","-","-","20","100","0","変化","false","true"
"516","ほうでん","12","80","130","15","100","0","特殊","false","true"
"517","ほえる","0","-","-","20","-","-6","変化","false","false"
"518","ほおばる","0","-","-","10","-","0","変化","false","false"
"519","ほしがる","0","60","110","25","100","0","物理","true","true"
"520","ほっぺすりすり","12","20","90","20","100","0","物理","true","true"
"521","ほのおのうず","9","35","90","15","85","0","特殊","false","true"
"522","ほのおのキバ","9","65","120","15","95","0","物理","true","true"
"523","ほのおのちかい","9","80","130","10","100","0","特殊","false","true"
"524","ほのおのパンチ","9","75","130","15","100","0","物理","true","true"
"525","ほのおのムチ","9","80","130","15","100","0","物理","true","true"
"526","ほろびのうた","0","-","-","5","-","0","変化","false","false"
"527","ボーンラッシュ","4","25","130","10","90","0","物理","false","true"
"528","ぼうぎょしれい","6","-","-","10","-","0","変化","false","false"
"529","ぼうふう","2","110","140","10","70","0","特殊","false","true"
"530","ボディパージ","8","-","-","15","-","0","変化","false","false"
"531","ボディプレス","1","80","90","10","100","0","物理","true","true"
"532","ボルテッカー","12","120","140","15","100","0","物理","true","true"
"533","ボルトチェンジ","12","70","120","20","100","0","特殊","false","true"
"534","ポイズンテール","3","50","75","25","100","0","物理","true","true"
"535","まきつく","0","15","90","20","90","0","物理","true","true"
"536","まきびし","4","-","-","20","-","0","変化","false","false"
"537","マジカルシャイン","17","80","130","10","100","0","特殊","false","true"
"538","マジカルフレイム","9","75","130","10","100","0","特殊","false","true"
"539","マジカルリーフ","11","60","110","20","-","0","特殊","false","true"
"540","マジックコート","13","-","-","15","-","4","変化","false","false"
"541","マジックルーム","13","-","-","10","-","0","変化","false","false"
"542","マッドショット","4","55","110","15","95","0","特殊","false","true"
"543","マッハパンチ","1","40","70","30","100","1","物理","true","true"
"544","まとわりつく","6","20","90","20","100","0","特殊","true","true"
"545","まねっこ","0","-","-","20","-","0","変化","false","false"
"546","まほうのこな","13","-","-","20","100","0","変化","false","true"
"547","まもる","0","-","-","10","-","4","変化","false","false"
"548","まるくなる","0","-","-","40","-","0","変化","false","false"
"549","マルチアタック","0","120","95","10","100","0","物理","true","true"
"550","みがわり","0","-","-","10","-","0","変化","false","false"
"551","みきり","1","-","-","5","-","4","変化","false","false"
"552","ミサイルばり","6","25","130","20","95","0","物理","false","true"
"553","ミストフィールド","17","-","-","10","-","0","変化","false","false"
"554","みずしゅりけん","10","15","90","20","100","1","特殊","false","true"
"555","みずでっぽう","10","40","90","25","100","0","特殊","false","true"
"556","みずのちかい","10","80","130","10","100","0","特殊","false","true"
"557","みずのはどう","10","60","110","20","100","0","特殊","false","true"
"558","みずびたし","10","-","-","20","100","0","変化","false","true"
"559","みだれづき","0","15","90","20","85","0","物理","true","true"
"560","みだれひっかき","0","18","100","15","80","0","物理","true","true"
"561","みちづれ","7","-","-","5","-","0","変化","false","false"
"562","みねうち","0","40","90","40","100","0","物理","true","true"
"563","ミラーコート","13","-","100","20","100","-5","特殊","false","true"
"564","ミラータイプ","0","-","-","15","-","0","変化","false","true"
"565","みらいよち","13","120","140","10","100","0","特殊","false","false"
"566","ムーンフォース","17","95","130","15","100","0","特殊","false","true"
"567","ムゲンダイビーム","15","160","150","5","90","0","特殊","false","true"
"568","むしくい","6","60","110","20","100","0","物理","true","true"
"569","むしのさざめき","6","90","130","10","100","0","特殊","false","true"
"570","むしのていこう","6","50","100","20","100","0","特殊","false","true"
"571","めいそう","13","-","-","20","-","0","変化","false","false"
"572","メガトンキック","0","120","140","5","75","0","物理","true","true"
"573","メガトンパンチ","0","80","130","20","85","0","物理","true","true"
"574","メガドレイン","11","40","90","15","100","0","特殊","false","true"
"575","メガホーン","6","120","140","10","85","0","物理","true","true"
"576","メタルクロー","8","50","100","35","95","0","物理","true","true"
"577","メタルバースト","8","-","100","10","100","0","物理","false","true"
"578","メテオドライブ","8","100","130","5","100","0","物理","true","true"
"579","メロメロ","0","-","-","15","100","0","変化","false","true"
"580","もえつきる","9","130","140","5","100","0","特殊","false","true"
"581","ものまね","0","-","-","10","-","0","変化","false","true"
"582","もりののろい","11","-","-","20","100","0","変化","false","true"
"583","もろはのずつき","5","150","150","5","80","0","物理","true","true"
"584","やきつくす","9","60","110","15","100","0","特殊","false","true"
"585","やどりぎのタネ","11","-","-","10","90","0","変化","false","true"
"586","やまあらし","1","60","80","10","100","0","物理","true","true"
"587","ゆきなだれ","14","60","110","10","100","-4","物理","true","true"
"588","ゆびをふる","0","-","-","10","-","0","変化","false","false"
"589","ゆめくい","13","100","130","15","100","0","特殊","false","true"
"590","ようかいえき","3","40","70","30","100","0","特殊","false","true"
"591","ようせいのかぜ","17","40","90","30","100","0","特殊","false","true"
"592","らいげき","12","130","140","5","85","0","物理","true","true"
"593","ラスターカノン","8","80","130","10","100","0","特殊","false","true"
"594","リーフストーム","11","130","140","5","90","0","特殊","false","true"
"595","リーフブレード","11","90","130","15","100","0","物理","true","true"
"596","リサイクル","0","-","-","10","-","0","変化","false","false"
"597","リフレクター","13","-","-","20","-","0","変化","false","false"
"598","リベンジ","1","60","80","10","100","-4","物理","true","true"
"599","りゅうせいぐん","15","130","140","5","90","0","特殊","false","true"
"600","りゅうのいぶき","15","60","110","20","100","0","特殊","false","true"
"601","りゅうのはどう","15","85","130","10","100","0","特殊","false","true"
"602","りゅうのまい","15","-","-","20","-","0","変化","false","false"
"603","りんごさん","11","80","130","10","100","0","特殊","false","true"
"604","りんしょう","0","60","110","15","100","0","特殊","false","true"
"605","れいとうパンチ","14","75","130","15","100","0","物理","true","true"
"606","れいとうビーム","14","90","130","10","100","0","特殊","false","true"
"607","れんごく","9","100","130","5","50","0","特殊","false","true"
"608","れんぞくぎり","6","40","90","20","95","0","物理","true","true"
"609","ローキック","1","65","85","20","100","0","物理","true","true"
"610","ロケットずつき","0","130","140","10","100","0","物理","true","true"
"611","ロックオン","0","-","-","5","-","0","変化","false","true"
"612","ロックカット","5","-","-","20","-","0","変化","false","false"
"613","ロックブラスト","5","25","130","10","90","0","物理","false","true"
"614","ワイドガード","5","-","-","10","-","3","変化","false","false"
"615","ワイドブレイカー","15","60","110","15","100","0","物理","true","true"
"616","ワイルドボルト","12","90","130","15","100","0","物理","true","true"
"617","わたほうし","11","-","-","40","100","0","変化","false","true"
"618","わるあがき","0","50","1","1","-","0","物理","true","true"
"619","わるだくみ","16","-","-","20","-","0","変化","false","false"
"620","ワンダースチーム","17","90","130","10","95","0","特殊","false","true"
"621","ワンダールーム","13","-","-","10","-","0","変化","false","false"
